"filename","final_path","source_path","doc_type","species_tags","extraction_status","publish_year","model_target_year","target_year_rule","search_text"
"D2308A8B__HB0008  2024 outfitter and hunting guide fees (2026_01_19 03_35_59 UTC).pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\D2308A8B__HB0008  2024 outfitter and hunting guide fees (2026_01_19 03_35_59 UTC).pdf","D:\DOCUMENTS\PDF FILES\HB0008  2024 outfitter and hunting guide fees (2026_01_19 03_35_59 UTC).pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","D2308A8B__HB0008  2024 outfitter and hunting guide fees (2026_01_19 03_35_59 UTC).pdf other 2026 harvest_report  Enrolled Copy H.B. 8 1 STATE AGENCY FEES AND INTERNAL SERVICE FUND RATE 2 AUTHORIZATION AND APPROPRIATIONS 3 2024 GENERAL SESSION 4 STATE OF UTAH 5 Chief Sponsor: Robert M. Spendlove 6 Senate Sponsor: Don L. Ipson 7 444444444444444444444444444444444444444444444444444444444444444444444 8 LONG TITLE 9 General Description: 10 This bill supplements or reduces appropriations otherwise provided for the support and 11 operation of state government for the fiscal year beginning July 1, 2023 and ending June 30, 2024 12 and for the fiscal year beginning July 1, 2024 and ending June 30, 2025. 13 Highlighted Provisions: 14 This bill: 15 < provides budget increases and decreases for the use and support of certain state agencies 16 and institutions of higher education; 17 < authorizes certain state agency fees; 18 < authorizes internal service fund rates; 19 < adjusts funding for the impact of Internal Service Fund rate changes; and, 20 < provides budget increases and decreases for other purposes as"
"98A9AA6D__Hibler Bro's Antlerless Elk Hunt 2025 2 (2025_12_24 22_29_05 UTC).pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\other\98A9AA6D__Hibler Bro's Antlerless Elk Hunt 2025 2 (2025_12_24 22_29_05 UTC).pdf","D:\DOCUMENTS\PDF FILES\Hibler Bro's Antlerless Elk Hunt 2025 2 (2025_12_24 22_29_05 UTC).pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","98A9AA6D__Hibler Bro's Antlerless Elk Hunt 2025 2 (2025_12_24 22_29_05 UTC).pdf other 2025 harvest_report  HUNTING GUIDE SERVICES CONTRACT    Tyler Miller Outfitter /UT. #370746-7500  242 North 300 East, Manti, UT. 84642  Phone: (435) 851-6480   Email: tyler@wildeyez.net   Website: https://www.wildeyez.net  This document is a binding Contract entered into between Wild Eyez  Outfitters and the undersigned Hunting Client. This Contract details all aspects  of negotiations which have been agreed upon between both parties and  defines the final agreement regarding the Hunting Guide Services to be  provided by Wild Eyez Outfitters, Hunting Guides, Staff and Representatives.  This Contract also defines the respective rights, duties, expectations, and  entitlements pertaining to both parties independently and, under this  contractual agreement, together. The final resolution and agreements to all  prior discussions and negotiations are set forth herein. There are no implied  terms, arrangements, promises, duties, responsibilities, or expectations of this  contract beyond those expressly stated her"
"7311DF19__Hibler Bro's Antlerless Elk Hunt 2025 3 (2025_12_24 22_29_05 UTC).pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\other\7311DF19__Hibler Bro's Antlerless Elk Hunt 2025 3 (2025_12_24 22_29_05 UTC).pdf","D:\DOCUMENTS\PDF FILES\Hibler Bro's Antlerless Elk Hunt 2025 3 (2025_12_24 22_29_05 UTC).pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","7311DF19__Hibler Bro's Antlerless Elk Hunt 2025 3 (2025_12_24 22_29_05 UTC).pdf other 2025 harvest_report  HUNTING GUIDE SERVICES CONTRACT  Tyler Miller Outfitter /UT. #370746-7500  242 North 300 East, Manti, UT. 84642  Phone: (435) 851-6480  Email: tyler@wildeyez.net  Website: https://www.wildeyez.net  This document is a binding Contract entered into between Wild Eyez  Outfitters and the undersigned Hunting Client. This Contract details all aspects  of negotiations which have been agreed upon between both parties and  defines the final agreement regarding the Hunting Guide Services to be  provided by Wild Eyez Outfitters, Hunting Guides, Staff and Representatives.  This Contract also defines the respective rights, duties, expectations, and  entitlements pertaining to both parties independently and, under this  contractual agreement, together. The final resolution and agreements to all  prior discussions and negotiations are set forth herein. There are no implied  terms, arrangements, promises, duties, responsibilities, or expectations of this  contract beyond those expressly stated herein."
"D84B071F__HUNTING AND FISHING AMENDMENTS (2026_01_19 03_35_59 UTC).pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\D84B071F__HUNTING AND FISHING AMENDMENTS (2026_01_19 03_35_59 UTC).pdf","D:\DOCUMENTS\PDF FILES\HUNTING AND FISHING AMENDMENTS (2026_01_19 03_35_59 UTC).pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","D84B071F__HUNTING AND FISHING AMENDMENTS (2026_01_19 03_35_59 UTC).pdf other 2026 harvest_report  HUNTING AND FISHING AMENDMENTS (2026 )  Clean Up Bill  for sb 149 (2025)  (U.O.G.A. Draft )     Section 1. Title.  This bill shall be known as the Hunting and Fishing Amendments of 2026.    Section 2. Legislative Purpose.  The purpose of this legislation is to:  Restore professional standards for Outﬁtters, Guides, and Spotters;  Establish a professional Licensing Board;  Ensure lawful ﬁeld operations and compliance;  Align state licensing with federal land-use requirements;  Ensure stakeholder participation in licensing and fee processes;  Provide a clear, enforceable system that protects public safety and wildlife resources.    SECTION 3 — DEFINITIONS  Section 23A-4-1201.    (1) ""Operator"" means an individual licensed as an Outﬁtter, Guide, or Spotter.    (2) ""Outfitter"" means an Operator who  (a) contracts with a client for compensation to provide outﬁtting or guide services for hunting   protected wildlife on public lands.       (b) holds responsibility for all Operators assigned t"
"E9BD662A__Hunting Contract 2.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2024\pdf\other\E9BD662A__Hunting Contract 2.pdf","D:\DOCUMENTS\PDF FILES\Hunting Contract 2.pdf","harvest_report","","ok","2024","2024","harvest_hr_applies_to_report_year","E9BD662A__Hunting Contract 2.pdf other 2024 harvest_report  HUNTING GUIDE SERVICES CONTRACT    Tyler Miller “OUTFITTER” UT: #370746-7500  242 North 300 East, Manti, UT. 84642  Phone: (435) 851-6480 Email: tyler@wildeyez.org  Website: https://www.wildeyez.net  This document is a binding Contract entered into between Wild Eyez Outfitters and  the undersigned Hunting Client. This Contract details all aspects of negotiations which  have been agreed upon between both parties and defines the final agreement  regarding the Hunting Guide Services to be provided by Wild Eyez Outfitters, Hunting  Guides, Staff and Representatives. This Contract also defines the respective rights,  duties, expectations, and entitlements pertaining to both parties independently and,  under this contractual agreement, together. The final resolution and agreements to all  prior discussions and negotiations are set forth herein. There are no implied terms,  arrangements, promises, duties, responsibilities, or expectations of this contract  beyond those expressly stated herein"
"BF49A840__LEMORAUX Hunt Contract Early Rifle Mature Bull Manti 2024 RESIZE.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2024\pdf\other\BF49A840__LEMORAUX Hunt Contract Early Rifle Mature Bull Manti 2024 RESIZE.pdf","D:\DOCUMENTS\PDF FILES\LEMORAUX Hunt Contract Early Rifle Mature Bull Manti 2024 RESIZE.pdf","harvest_report","","ok","2024","2024","harvest_hr_applies_to_report_year","BF49A840__LEMORAUX Hunt Contract Early Rifle Mature Bull Manti 2024 RESIZE.pdf other 2024 harvest_report  HUNTING GUIDE SERVICES CONTRACT  Tyler Miller Outfitter /UT. #370746-7500  242 North 300 East, Manti, UT. 84642  Phone: (435) 851-6480 Email: tyler@wildeyez.org  Website: https://www.wildeyez.net  This document is a binding Contract entered into between Wild Eyez Outfitters and the  undersigned Hunting Client. This Contract details all aspects of negotiations which have been  agreed upon between both parties and defines the final agreement regarding the Hunting Guide  Services to be provided by Wild Eyez Outfitters, Hunting Guides, Staff and Representatives. This  Contract also defines the respective rights, duties, expectations, and entitlements pertaining to  both parties independently and, under this contractual agreement, together. The final resolution  and agreements to all prior discussions and negotiations are set forth herein. There are no implied  terms, arrangements, promises, duties, responsibilities, or expectations of this contract beyond  those expressly stated herein.  B"
"77824F26__Manti LaSal Special Use Permit 2027.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\other\77824F26__Manti LaSal Special Use Permit 2027.pdf","D:\DOCUMENTS\PDF FILES\Manti LaSal Special Use Permit 2027.pdf","regulation","","ok","2025","2025","regulation_same_year","77824F26__Manti LaSal Special Use Permit 2027.pdf other 2025 regulation  Use Code· 153  Aulhorizal,on 10 FERJ@  Contacl Name: TYLER MILLER  E~piral1on Date 12131/2027  U.S. DEPARTMENT OF AGRICULTURE  FOREST SERVICE  SPECIAL USE PERMIT FOR OUTFITTING AND GUIDING  Authority: Federal Lands Recreation Enhancement Act, 16 U.S.C. 6802(h)  (Ref. FSH 2709.11, section 41.53)  FS-2700-4i (VER 03117)  0MB No. 0596 -0082  This permit authorizes priority use outfitting and guiding for two years with extension to five upon good performance.  TYLER MILLER of 242 NORTH 300 EAST MANTI UT 84642 (hereinafter ""the holder""), is hereby authorized to use and occupy  National Forest System lands. subject to the terms and conditions of this permit. to provide outfitting and guiding services within the  Name of Ranger District of the MANTI-LASAL NATIONAL FOREST. described as and as shown on the map of the authorized area.  attached as Appendix A. The above-described area shall be referred to as the ""permit area.""  The purpose of this permit is to authorize the following outfitting a"
"38E504B7__Manti LE Elk Unit .pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2024\pdf\other\38E504B7__Manti LE Elk Unit .pdf","D:\DOCUMENTS\PDF FILES\Manti LE Elk Unit .pdf","regulation","","ok","2024","2024","regulation_same_year","38E504B7__Manti LE Elk Unit .pdf other 2024 regulation   2 Utah Big Game Application Guidebook • 2018wildlife.utah.gov Utah Big Game Application Guidebook • 2018wildlife.utah.gov 3 WHAT’S NEW? Apply for hunts: You can apply for Utah’s  2018 big game hunts from Jan. 25 to March 1,  2018. The results of the big game drawing will  be available on or before May 31, 2018. For  additional details, see page 21. New early, any weapon buck deer  hunts: In 2018, there will be new early  general-season any weapon buck deer hunts  on seven units. For details, see page 18. Changes to the Hunter Mentoring pro- gram: The Utah Wildlife Board approved sub- stantial changes to the Hunter Mentoring pro- gram for 2018. To learn more, see the article on  page 28 or visit wildlife.utah.gov/mentoring. Multi-season general bull elk hunts:  Starting this year, you will have the opportu- nity to purchase a multi-season general bull  elk permit (either spike or any bull) that allows  you to hunt all three seasons. Permits will be  available July 17, 2018. For details"
"CD5103C1__Manti Special Use Permit.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2024\pdf\other\CD5103C1__Manti Special Use Permit.pdf","D:\DOCUMENTS\PDF FILES\Manti Special Use Permit.pdf","regulation","","ok","2024","2024","regulation_same_year","CD5103C1__Manti Special Use Permit.pdf other 2024 regulation      Caring for the Land and Serving People Printed on Recycled Paper     Logo Department Name Agency  Organization Organization Address Information    United States  Department of  Agriculture  Forest  Service  Manti-La Sal National Forest Supervisor's Office  599 West Price River Drive  Price, UT 84501  435-637-2817  Fax: 435-637-4940   File Code: 2700   Date: August 4, 2022      Dear Permit Applicant,  This letter is in regard to the application you submitted under the Manti-La Sal National Forest  Outfitter/Guide-Hunting Prospectus. Your application has been reviewed, and you have been selected to  receive a permit. Your operations must be consistent with your application and the Manti-La Sal National  Forest standard operating plan. Included with this letter you will find the documents needed to complete  the application process and obtain your permit. Please complete the attached documents and return  promptly for final signature. As a reminder, your business does not have authori"
"7E21E125__Marshall Thomas Cougar Hunting Contract 2023.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\other\7E21E125__Marshall Thomas Cougar Hunting Contract 2023.pdf","D:\DOCUMENTS\PDF FILES\Marshall Thomas Cougar Hunting Contract 2023.pdf","harvest_report","","ok","2023","2023","harvest_hr_applies_to_report_year","7E21E125__Marshall Thomas Cougar Hunting Contract 2023.pdf other 2023 harvest_report  HUNTING GUIDE SERVICES CONTRACT  Tyler Miller Outfitter / Operator UT #370746-7500  242 North 300 East, Manti, UT. 84642 Phone: (435) 851-6 480  Email: tyler@wildeyez.org Website: www.wildeyez.net  This document is a binding Contract, as outlined herein, entered into between Wild Eyez Outfitters and  the undersigned Hunting Client. This Contract details all aspects of negotiations which have been agreed  to between both parties and defines the final agreement regarding the Hunting Guide Services to be  provided by Wild Eyez Outfitters, Hunting Guides, Staff and Representatives. This Contract also defines the  respective rights, duties, expectations and entitlements pertaining to both parties independently and under  contractual agreement between the parties. The final resolution and agreements to all prior discussions  and negotiations are set forth herein. There are no implied terms, arrangements, promises, duties,  responsibilities or expectations of this contract beyond those expres"
"ACE164D3__Marshall Thomas Cougar Hunting Contract 2023-1.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\other\ACE164D3__Marshall Thomas Cougar Hunting Contract 2023-1.pdf","D:\DOCUMENTS\PDF FILES\Marshall Thomas Cougar Hunting Contract 2023-1.pdf","harvest_report","","ok","2023","2023","harvest_hr_applies_to_report_year","ACE164D3__Marshall Thomas Cougar Hunting Contract 2023-1.pdf other 2023 harvest_report  HUNTING GUIDE SERVICES CONTRACT  Tyler Miller Outfitter / Operator UT #370746-7500  242 North 300 East, Manti, UT. 84642 Phone: (435) 851-6 480  Email: tyler@wildeyez.org Website: www.wildeyez.net  This document is a binding Contract, as outlined herein, entered into between Wild Eyez Outfitters and  the undersigned Hunting Client. This Contract details all aspects of negotiations which have been agreed  to between both parties and defines the final agreement regarding the Hunting Guide Services to be  provided by Wild Eyez Outfitters, Hunting Guides, Staff and Representatives. This Contract also defines the  respective rights, duties, expectations and entitlements pertaining to both parties independently and under  contractual agreement between the parties. The final resolution and agreements to all prior discussions  and negotiations are set forth herein. There are no implied terms, arrangements, promises, duties,  responsibilities or expectations of this contract beyond those expres"
"C17CCC00__Marshall Thomas Cougar Hunting Contract 2023-1-1 (2026_02_06 06_23_41 UTC).pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\C17CCC00__Marshall Thomas Cougar Hunting Contract 2023-1-1 (2026_02_06 06_23_41 UTC).pdf","D:\DOCUMENTS\PDF FILES\Marshall Thomas Cougar Hunting Contract 2023-1-1 (2026_02_06 06_23_41 UTC).pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","C17CCC00__Marshall Thomas Cougar Hunting Contract 2023-1-1 (2026_02_06 06_23_41 UTC).pdf other 2026 harvest_report  HUNTING GUIDE SERVICES CONTRACT  Tyler Miller Outfitter / Operator UT #370746-7500  242 North 300 East, Manti, UT. 84642 Phone: (435) 851-6 480  Email: tyler@wildeyez.org Website: www.wildeyez.net  This document is a binding Contract, as outlined herein, entered into between Wild Eyez Outfitters and  the undersigned Hunting Client. This Contract details all aspects of negotiations which have been agreed  to between both parties and defines the final agreement regarding the Hunting Guide Services to be  provided by Wild Eyez Outfitters, Hunting Guides, Staff and Representatives. This Contract also defines the  respective rights, duties, expectations and entitlements pertaining to both parties independently and under  contractual agreement between the parties. The final resolution and agreements to all prior discussions  and negotiations are set forth herein. There are no implied terms, arrangements, promises, duties,  responsibilities or expectations of this contract beyond those expres"
